codigo_municipio,nombre_municipio,provincia,anio,valor
01001,Alegría-Dulantzi,Álava,2023,16429.0
01001,Alegría-Dulantzi,Álava,2022,15116.0
01001,Alegría-Dulantzi,Álava,2021,14647.0
01001,Alegría-Dulantzi,Álava,2020,13969.0
01001,Alegría-Dulantzi,Álava,2019,14299.0
01001,Alegría-Dulantzi,Álava,2018,13361.0
01001,Alegría-Dulantzi,Álava,2017,13281.0
01001,Alegría-Dulantzi,Álava,2016,13086.0
01001,Alegría-Dulantzi,Álava,2015,12936.0
01002,Amurrio,Álava,2023,17486.0
01002,Amurrio,Álava,2022,16011.0
01002,Amurrio,Álava,2021,15192.0
01002,Amurrio,Álava,2020,14683.0
01002,Amurrio,Álava,2019,14892.0
01002,Amurrio,Álava,2018,14103.0
01002,Amurrio,Álava,2017,13862.0
01002,Amurrio,Álava,2016,13691.0
01002,Amurrio,Álava,2015,13800.0
01003,Aramaio,Álava,2023,20577.0
01003,Aramaio,Álava,2022,20201.0
01003,Aramaio,Álava,2021,18440.0
01003,Aramaio,Álava,2020,18386.0
01003,Aramaio,Álava,2019,18177.0
01003,Aramaio,Álava,2018,16478.0
01003,Aramaio,Álava,2017,16177.0
01003,Aramaio,Álava,2016,17194.0
01003,Aramaio,Álava,2015,15786.0
01004,Artziniega,Álava,2023,16408.0
01004,Artziniega,Álava,2022,15651.0
01004,Artziniega,Álava,2021,14033.0
01004,Artziniega,Álava,2020,13335.0
01004,Artziniega,Álava,2019,13622.0
01004,Artziniega,Álava,2018,13157.0
01004,Artziniega,Álava,2017,12530.0
01004,Artziniega,Álava,2016,13185.0
01004,Artziniega,Álava,2015,12722.0
01006,Armiñón,Álava,2023,17000.0
01006,Armiñón,Álava,2022,15755.0
01006,Armiñón,Álava,2021,16927.0
01006,Armiñón,Álava,2020,14278.0
01006,Armiñón,Álava,2019,15531.0
01006,Armiñón,Álava,2018,14671.0
01006,Armiñón,Álava,2017,13115.0
01006,Armiñón,Álava,2016,11330.0
01006,Armiñón,Álava,2015,13040.0
01008,Arratzua-Ubarrundia,Álava,2023,22503.0
01008,Arratzua-Ubarrundia,Álava,2022,22484.0
01008,Arratzua-Ubarrundia,Álava,2021,19293.0
01008,Arratzua-Ubarrundia,Álava,2020,18813.0
01008,Arratzua-Ubarrundia,Álava,2019,19252.0
01008,Arratzua-Ubarrundia,Álava,2018,17853.0
01008,Arratzua-Ubarrundia,Álava,2017,18302.0
01008,Arratzua-Ubarrundia,Álava,2016,18089.0
01008,Arratzua-Ubarrundia,Álava,2015,17674.0
01009,Asparrena,Álava,2023,17018.0
01009,Asparrena,Álava,2022,15711.0
01009,Asparrena,Álava,2021,14754.0
01009,Asparrena,Álava,2020,14812.0
01009,Asparrena,Álava,2019,15295.0
01009,Asparrena,Álava,2018,14463.0
01009,Asparrena,Álava,2017,13993.0
01009,Asparrena,Álava,2016,14134.0
01009,Asparrena,Álava,2015,13218.0
01010,Ayala/Aiara,Álava,2023,17163.0
01010,Ayala/Aiara,Álava,2022,16071.0
01010,Ayala/Aiara,Álava,2021,15577.0
01010,Ayala/Aiara,Álava,2020,14927.0
01010,Ayala/Aiara,Álava,2019,14854.0
01010,Ayala/Aiara,Álava,2018,14482.0
01010,Ayala/Aiara,Álava,2017,13827.0
01010,Ayala/Aiara,Álava,2016,13635.0
01010,Ayala/Aiara,Álava,2015,13317.0
01011,Baños de Ebro/Mañueta,Álava,2023,12122.0
01011,Baños de Ebro/Mañueta,Álava,2022,10279.0
01011,Baños de Ebro/Mañueta,Álava,2021,11109.0
01011,Baños de Ebro/Mañueta,Álava,2020,9943.0
01011,Baños de Ebro/Mañueta,Álava,2019,12140.0
01011,Baños de Ebro/Mañueta,Álava,2018,11230.0
01011,Baños de Ebro/Mañueta,Álava,2017,11845.0
01011,Baños de Ebro/Mañueta,Álava,2016,11794.0
01011,Baños de Ebro/Mañueta,Álava,2015,10690.0
01013,Barrundia,Álava,2023,19238.0
01013,Barrundia,Álava,2022,18616.0
01013,Barrundia,Álava,2021,17935.0
01013,Barrundia,Álava,2020,16940.0
01013,Barrundia,Álava,2019,17078.0
01013,Barrundia,Álava,2018,15847.0
01013,Barrundia,Álava,2017,16157.0
01013,Barrundia,Álava,2016,15419.0
01013,Barrundia,Álava,2015,15493.0
01014,Berantevilla,Álava,2023,18043.0
01014,Berantevilla,Álava,2022,16905.0
01014,Berantevilla,Álava,2021,15428.0
01014,Berantevilla,Álava,2020,13795.0
01014,Berantevilla,Álava,2019,13169.0
01014,Berantevilla,Álava,2018,13258.0
01014,Berantevilla,Álava,2017,13587.0
01014,Berantevilla,Álava,2016,12836.0
01014,Berantevilla,Álava,2015,12833.0
01016,Bernedo,Álava,2023,18859.0
01016,Bernedo,Álava,2022,17032.0
01016,Bernedo,Álava,2021,15883.0
01016,Bernedo,Álava,2020,16361.0
01016,Bernedo,Álava,2019,15548.0
01016,Bernedo,Álava,2018,15133.0
01016,Bernedo,Álava,2017,13997.0
01016,Bernedo,Álava,2016,14151.0
01016,Bernedo,Álava,2015,14125.0
01017,Campezo/Kanpezu,Álava,2023,16466.0
01017,Campezo/Kanpezu,Álava,2022,15581.0
01017,Campezo/Kanpezu,Álava,2021,14737.0
01017,Campezo/Kanpezu,Álava,2020,14226.0
01017,Campezo/Kanpezu,Álava,2019,14141.0
01017,Campezo/Kanpezu,Álava,2018,13055.0
01017,Campezo/Kanpezu,Álava,2017,12907.0
01017,Campezo/Kanpezu,Álava,2016,12850.0
01017,Campezo/Kanpezu,Álava,2015,12392.0
01018,Zigoitia,Álava,2023,22355.0
01018,Zigoitia,Álava,2022,20834.0
01018,Zigoitia,Álava,2021,19671.0
01018,Zigoitia,Álava,2020,18930.0
01018,Zigoitia,Álava,2019,18779.0
01018,Zigoitia,Álava,2018,18173.0
01018,Zigoitia,Álava,2017,17970.0
01018,Zigoitia,Álava,2016,17260.0
01018,Zigoitia,Álava,2015,17744.0
01019,Kripan,Álava,2023,13667.0
01019,Kripan,Álava,2022,12890.0
01019,Kripan,Álava,2021,12308.0
01019,Kripan,Álava,2020,11973.0
01019,Kripan,Álava,2019,13145.0
01019,Kripan,Álava,2018,12387.0
01019,Kripan,Álava,2017,11479.0
01019,Kripan,Álava,2016,11121.0
01019,Kripan,Álava,2015,10422.0
01020,Kuartango,Álava,2023,18085.0
01020,Kuartango,Álava,2022,17490.0
01020,Kuartango,Álava,2021,16019.0
01020,Kuartango,Álava,2020,14859.0
01020,Kuartango,Álava,2019,17502.0
01020,Kuartango,Álava,2018,17425.0
01020,Kuartango,Álava,2017,17671.0
01020,Kuartango,Álava,2016,18204.0
01020,Kuartango,Álava,2015,17452.0
01021,Elburgo/Burgelu,Álava,2023,20447.0
01021,Elburgo/Burgelu,Álava,2022,19356.0
01021,Elburgo/Burgelu,Álava,2021,18082.0
01021,Elburgo/Burgelu,Álava,2020,16452.0
01021,Elburgo/Burgelu,Álava,2019,16458.0
01021,Elburgo/Burgelu,Álava,2018,15932.0
01021,Elburgo/Burgelu,Álava,2017,16145.0
01021,Elburgo/Burgelu,Álava,2016,15751.0
01021,Elburgo/Burgelu,Álava,2015,16868.0
01022,Elciego,Álava,2023,17062.0
01022,Elciego,Álava,2022,15003.0
01022,Elciego,Álava,2021,14061.0
01022,Elciego,Álava,2020,13656.0
01022,Elciego,Álava,2019,13991.0
01022,Elciego,Álava,2018,13543.0
01022,Elciego,Álava,2017,13826.0
01022,Elciego,Álava,2016,13760.0
01022,Elciego,Álava,2015,13874.0
01023,Elvillar/Bilar,Álava,2023,13855.0
01023,Elvillar/Bilar,Álava,2022,11126.0
01023,Elvillar/Bilar,Álava,2021,11013.0
01023,Elvillar/Bilar,Álava,2020,10705.0
01023,Elvillar/Bilar,Álava,2019,13298.0
01023,Elvillar/Bilar,Álava,2018,12965.0
01023,Elvillar/Bilar,Álava,2017,12816.0
01023,Elvillar/Bilar,Álava,2016,11837.0
01023,Elvillar/Bilar,Álava,2015,11330.0
01027,Iruraiz-Gauna,Álava,2023,20642.0
01027,Iruraiz-Gauna,Álava,2022,18817.0
01027,Iruraiz-Gauna,Álava,2021,18015.0
01027,Iruraiz-Gauna,Álava,2020,16563.0
01027,Iruraiz-Gauna,Álava,2019,16753.0
01027,Iruraiz-Gauna,Álava,2018,14929.0
01027,Iruraiz-Gauna,Álava,2017,14500.0
01027,Iruraiz-Gauna,Álava,2016,13754.0
01027,Iruraiz-Gauna,Álava,2015,13435.0
01028,Labastida/Bastida,Álava,2023,14640.0
01028,Labastida/Bastida,Álava,2022,12893.0
01028,Labastida/Bastida,Álava,2021,12886.0
01028,Labastida/Bastida,Álava,2020,11907.0
01028,Labastida/Bastida,Álava,2019,12309.0
01028,Labastida/Bastida,Álava,2018,11685.0
01028,Labastida/Bastida,Álava,2017,11442.0
01028,Labastida/Bastida,Álava,2016,11880.0
01028,Labastida/Bastida,Álava,2015,10935.0
01030,Lagrán,Álava,2023,19388.0
01030,Lagrán,Álava,2022,17073.0
01030,Lagrán,Álava,2021,17295.0
01030,Lagrán,Álava,2020,15700.0
01030,Lagrán,Álava,2019,15606.0
01030,Lagrán,Álava,2018,15152.0
01030,Lagrán,Álava,2017,15480.0
01030,Lagrán,Álava,2016,14949.0
01030,Lagrán,Álava,2015,15552.0
01031,Laguardia,Álava,2023,16094.0
01031,Laguardia,Álava,2022,14336.0
01031,Laguardia,Álava,2021,14088.0
01031,Laguardia,Álava,2020,13194.0
01031,Laguardia,Álava,2019,14476.0
01031,Laguardia,Álava,2018,14339.0
01031,Laguardia,Álava,2017,13470.0
01031,Laguardia,Álava,2016,13299.0
01031,Laguardia,Álava,2015,13146.0
01032,Lanciego/Lantziego,Álava,2023,12073.0
01032,Lanciego/Lantziego,Álava,2022,10747.0
01032,Lanciego/Lantziego,Álava,2021,10797.0
01032,Lanciego/Lantziego,Álava,2020,10410.0
01032,Lanciego/Lantziego,Álava,2019,11563.0
01032,Lanciego/Lantziego,Álava,2018,11307.0
01032,Lanciego/Lantziego,Álava,2017,10820.0
01032,Lanciego/Lantziego,Álava,2016,10392.0
01032,Lanciego/Lantziego,Álava,2015,10349.0
01033,Lapuebla de Labarca,Álava,2023,12725.0
01033,Lapuebla de Labarca,Álava,2022,11455.0
01033,Lapuebla de Labarca,Álava,2021,11131.0
01033,Lapuebla de Labarca,Álava,2020,11034.0
01033,Lapuebla de Labarca,Álava,2019,12178.0
01033,Lapuebla de Labarca,Álava,2018,11954.0
01033,Lapuebla de Labarca,Álava,2017,11471.0
01033,Lapuebla de Labarca,Álava,2016,10967.0
01033,Lapuebla de Labarca,Álava,2015,10861.0
01034,Leza,Álava,2023,15225.0
01034,Leza,Álava,2022,13398.0
01034,Leza,Álava,2021,15720.0
01034,Leza,Álava,2020,14938.0
01034,Leza,Álava,2019,14258.0
01034,Leza,Álava,2018,13706.0
01034,Leza,Álava,2017,14324.0
01034,Leza,Álava,2016,18343.0
01034,Leza,Álava,2015,13773.0
01036,Laudio/Llodio,Álava,2023,17265.0
01036,Laudio/Llodio,Álava,2022,15901.0
01036,Laudio/Llodio,Álava,2021,15175.0
01036,Laudio/Llodio,Álava,2020,14426.0
01036,Laudio/Llodio,Álava,2019,15173.0
01036,Laudio/Llodio,Álava,2018,14074.0
01036,Laudio/Llodio,Álava,2017,13768.0
01036,Laudio/Llodio,Álava,2016,13777.0
01036,Laudio/Llodio,Álava,2015,13625.0
01037,Arraia-Maeztu,Álava,2023,18668.0
01037,Arraia-Maeztu,Álava,2022,17187.0
01037,Arraia-Maeztu,Álava,2021,21732.0
01037,Arraia-Maeztu,Álava,2020,15944.0
01037,Arraia-Maeztu,Álava,2019,
01037,Arraia-Maeztu,Álava,2018,16591.0
01037,Arraia-Maeztu,Álava,2017,15072.0
01037,Arraia-Maeztu,Álava,2016,14052.0
01037,Arraia-Maeztu,Álava,2015,15193.0
01039,Moreda de Álava/Moreda Araba,Álava,2023,15809.0
01039,Moreda de Álava/Moreda Araba,Álava,2022,14646.0
01039,Moreda de Álava/Moreda Araba,Álava,2021,14817.0
01039,Moreda de Álava/Moreda Araba,Álava,2020,14383.0
01039,Moreda de Álava/Moreda Araba,Álava,2019,15356.0
01039,Moreda de Álava/Moreda Araba,Álava,2018,12891.0
01039,Moreda de Álava/Moreda Araba,Álava,2017,13506.0
01039,Moreda de Álava/Moreda Araba,Álava,2016,12687.0
01039,Moreda de Álava/Moreda Araba,Álava,2015,12668.0
01041,Navaridas,Álava,2023,11111.0
01041,Navaridas,Álava,2022,9916.0
01041,Navaridas,Álava,2021,10955.0
01041,Navaridas,Álava,2020,10582.0
01041,Navaridas,Álava,2019,12232.0
01041,Navaridas,Álava,2018,12463.0
01041,Navaridas,Álava,2017,9485.0
01041,Navaridas,Álava,2016,11017.0
01041,Navaridas,Álava,2015,11651.0
01042,Okondo,Álava,2023,15323.0
01042,Okondo,Álava,2022,14159.0
01042,Okondo,Álava,2021,13955.0
01042,Okondo,Álava,2020,13563.0
01042,Okondo,Álava,2019,13286.0
01042,Okondo,Álava,2018,12851.0
01042,Okondo,Álava,2017,12820.0
01042,Okondo,Álava,2016,12274.0
01042,Okondo,Álava,2015,11915.0
01043,Oyón-Oion,Álava,2023,14035.0
01043,Oyón-Oion,Álava,2022,12286.0
01043,Oyón-Oion,Álava,2021,11795.0
01043,Oyón-Oion,Álava,2020,11218.0
01043,Oyón-Oion,Álava,2019,11668.0
01043,Oyón-Oion,Álava,2018,10956.0
01043,Oyón-Oion,Álava,2017,10870.0
01043,Oyón-Oion,Álava,2016,11169.0
01043,Oyón-Oion,Álava,2015,10718.0
01044,Peñacerrada-Urizaharra,Álava,2023,20263.0
01044,Peñacerrada-Urizaharra,Álava,2022,18818.0
01044,Peñacerrada-Urizaharra,Álava,2021,18385.0
01044,Peñacerrada-Urizaharra,Álava,2020,17887.0
01044,Peñacerrada-Urizaharra,Álava,2019,17936.0
01044,Peñacerrada-Urizaharra,Álava,2018,18582.0
01044,Peñacerrada-Urizaharra,Álava,2017,16931.0
01044,Peñacerrada-Urizaharra,Álava,2016,18025.0
01044,Peñacerrada-Urizaharra,Álava,2015,16953.0
01046,Erriberagoitia/Ribera Alta,Álava,2023,19559.0
01046,Erriberagoitia/Ribera Alta,Álava,2022,18338.0
01046,Erriberagoitia/Ribera Alta,Álava,2021,17196.0
01046,Erriberagoitia/Ribera Alta,Álava,2020,15844.0
01046,Erriberagoitia/Ribera Alta,Álava,2019,15483.0
01046,Erriberagoitia/Ribera Alta,Álava,2018,15163.0
01046,Erriberagoitia/Ribera Alta,Álava,2017,15393.0
01046,Erriberagoitia/Ribera Alta,Álava,2016,15458.0
01046,Erriberagoitia/Ribera Alta,Álava,2015,14751.0
01047,Ribera Baja/Erriberabeitia,Álava,2023,17082.0
01047,Ribera Baja/Erriberabeitia,Álava,2022,15279.0
01047,Ribera Baja/Erriberabeitia,Álava,2021,14312.0
01047,Ribera Baja/Erriberabeitia,Álava,2020,13558.0
01047,Ribera Baja/Erriberabeitia,Álava,2019,14065.0
01047,Ribera Baja/Erriberabeitia,Álava,2018,13771.0
01047,Ribera Baja/Erriberabeitia,Álava,2017,12869.0
01047,Ribera Baja/Erriberabeitia,Álava,2016,12480.0
01047,Ribera Baja/Erriberabeitia,Álava,2015,13316.0
01049,Añana,Álava,2023,20208.0
01049,Añana,Álava,2022,18107.0
01049,Añana,Álava,2021,18624.0
01049,Añana,Álava,2020,17152.0
01049,Añana,Álava,2019,16127.0
01049,Añana,Álava,2018,13878.0
01049,Añana,Álava,2017,14849.0
01049,Añana,Álava,2016,15548.0
01049,Añana,Álava,2015,13922.0
01051,Agurain/Salvatierra,Álava,2023,14946.0
01051,Agurain/Salvatierra,Álava,2022,14168.0
01051,Agurain/Salvatierra,Álava,2021,13273.0
01051,Agurain/Salvatierra,Álava,2020,13230.0
01051,Agurain/Salvatierra,Álava,2019,13034.0
01051,Agurain/Salvatierra,Álava,2018,12369.0
01051,Agurain/Salvatierra,Álava,2017,12490.0
01051,Agurain/Salvatierra,Álava,2016,12374.0
01051,Agurain/Salvatierra,Álava,2015,12083.0
01052,Samaniego,Álava,2023,13527.0
01052,Samaniego,Álava,2022,12630.0
01052,Samaniego,Álava,2021,13481.0
01052,Samaniego,Álava,2020,12357.0
01052,Samaniego,Álava,2019,15962.0
01052,Samaniego,Álava,2018,13925.0
01052,Samaniego,Álava,2017,14518.0
01052,Samaniego,Álava,2016,13334.0
01052,Samaniego,Álava,2015,13483.0
01053,San Millán/Donemiliaga,Álava,2023,18615.0
01053,San Millán/Donemiliaga,Álava,2022,17674.0
01053,San Millán/Donemiliaga,Álava,2021,17174.0
01053,San Millán/Donemiliaga,Álava,2020,16441.0
01053,San Millán/Donemiliaga,Álava,2019,15766.0
01053,San Millán/Donemiliaga,Álava,2018,14712.0
01053,San Millán/Donemiliaga,Álava,2017,15213.0
01053,San Millán/Donemiliaga,Álava,2016,14467.0
01053,San Millán/Donemiliaga,Álava,2015,14221.0
01054,Urkabustaiz,Álava,2023,16854.0
01054,Urkabustaiz,Álava,2022,15375.0
01054,Urkabustaiz,Álava,2021,14967.0
01054,Urkabustaiz,Álava,2020,14291.0
01054,Urkabustaiz,Álava,2019,14357.0
01054,Urkabustaiz,Álava,2018,13548.0
01054,Urkabustaiz,Álava,2017,13460.0
01054,Urkabustaiz,Álava,2016,13821.0
01054,Urkabustaiz,Álava,2015,13480.0
01055,Valdegovía/Gaubea,Álava,2023,18276.0
01055,Valdegovía/Gaubea,Álava,2022,16717.0
01055,Valdegovía/Gaubea,Álava,2021,16154.0
01055,Valdegovía/Gaubea,Álava,2020,15088.0
01055,Valdegovía/Gaubea,Álava,2019,14948.0
01055,Valdegovía/Gaubea,Álava,2018,14255.0
01055,Valdegovía/Gaubea,Álava,2017,14090.0
01055,Valdegovía/Gaubea,Álava,2016,14325.0
01055,Valdegovía/Gaubea,Álava,2015,13667.0
01056,Harana/Valle de Arana,Álava,2023,16144.0
01056,Harana/Valle de Arana,Álava,2022,14354.0
01056,Harana/Valle de Arana,Álava,2021,14458.0
01056,Harana/Valle de Arana,Álava,2020,13899.0
01056,Harana/Valle de Arana,Álava,2019,14669.0
01056,Harana/Valle de Arana,Álava,2018,13914.0
01056,Harana/Valle de Arana,Álava,2017,15043.0
01056,Harana/Valle de Arana,Álava,2016,13325.0
01056,Harana/Valle de Arana,Álava,2015,13175.0
01057,Villabuena de Álava/Eskuernaga,Álava,2023,13093.0
01057,Villabuena de Álava/Eskuernaga,Álava,2022,11412.0
01057,Villabuena de Álava/Eskuernaga,Álava,2021,11786.0
01057,Villabuena de Álava/Eskuernaga,Álava,2020,11393.0
01057,Villabuena de Álava/Eskuernaga,Álava,2019,12393.0
01057,Villabuena de Álava/Eskuernaga,Álava,2018,11041.0
01057,Villabuena de Álava/Eskuernaga,Álava,2017,12055.0
01057,Villabuena de Álava/Eskuernaga,Álava,2016,11623.0
01057,Villabuena de Álava/Eskuernaga,Álava,2015,12178.0
01058,Legutio,Álava,2023,18522.0
01058,Legutio,Álava,2022,17926.0
01058,Legutio,Álava,2021,16554.0
01058,Legutio,Álava,2020,15952.0
01058,Legutio,Álava,2019,15768.0
01058,Legutio,Álava,2018,15769.0
01058,Legutio,Álava,2017,14622.0
01058,Legutio,Álava,2016,14794.0
01058,Legutio,Álava,2015,14132.0
01059,Vitoria-Gasteiz,Álava,2023,17982.0
01059,Vitoria-Gasteiz,Álava,2022,16560.0
01059,Vitoria-Gasteiz,Álava,2021,15650.0
01059,Vitoria-Gasteiz,Álava,2020,15110.0
01059,Vitoria-Gasteiz,Álava,2019,15291.0
01059,Vitoria-Gasteiz,Álava,2018,14708.0
01059,Vitoria-Gasteiz,Álava,2017,14367.0
01059,Vitoria-Gasteiz,Álava,2016,14226.0
01059,Vitoria-Gasteiz,Álava,2015,14025.0
01060,Yécora/Iekora,Álava,2023,14602.0
01060,Yécora/Iekora,Álava,2022,12767.0
01060,Yécora/Iekora,Álava,2021,12184.0
01060,Yécora/Iekora,Álava,2020,12082.0
01060,Yécora/Iekora,Álava,2019,13141.0
01060,Yécora/Iekora,Álava,2018,13722.0
01060,Yécora/Iekora,Álava,2017,12808.0
01060,Yécora/Iekora,Álava,2016,12297.0
01060,Yécora/Iekora,Álava,2015,11582.0
01061,Zalduondo,Álava,2023,20448.0
01061,Zalduondo,Álava,2022,18332.0
01061,Zalduondo,Álava,2021,19361.0
01061,Zalduondo,Álava,2020,18120.0
01061,Zalduondo,Álava,2019,17556.0
01061,Zalduondo,Álava,2018,17484.0
01061,Zalduondo,Álava,2017,16429.0
01061,Zalduondo,Álava,2016,17959.0
01061,Zalduondo,Álava,2015,16509.0
01062,Zambrana,Álava,2023,17357.0
01062,Zambrana,Álava,2022,15141.0
01062,Zambrana,Álava,2021,14099.0
01062,Zambrana,Álava,2020,13418.0
01062,Zambrana,Álava,2019,13605.0
01062,Zambrana,Álava,2018,13226.0
01062,Zambrana,Álava,2017,12382.0
01062,Zambrana,Álava,2016,13591.0
01062,Zambrana,Álava,2015,12800.0
01063,Zuia,Álava,2023,21855.0
01063,Zuia,Álava,2022,21433.0
01063,Zuia,Álava,2021,19864.0
01063,Zuia,Álava,2020,18511.0
01063,Zuia,Álava,2019,19914.0
01063,Zuia,Álava,2018,17385.0
01063,Zuia,Álava,2017,16912.0
01063,Zuia,Álava,2016,16474.0
01063,Zuia,Álava,2015,16530.0
01901,Iruña Oka/Iruña de Oca,Álava,2023,17392.0
01901,Iruña Oka/Iruña de Oca,Álava,2022,15683.0
01901,Iruña Oka/Iruña de Oca,Álava,2021,15046.0
01901,Iruña Oka/Iruña de Oca,Álava,2020,14239.0
01901,Iruña Oka/Iruña de Oca,Álava,2019,14433.0
01901,Iruña Oka/Iruña de Oca,Álava,2018,13754.0
01901,Iruña Oka/Iruña de Oca,Álava,2017,13448.0
01901,Iruña Oka/Iruña de Oca,Álava,2016,13394.0
01901,Iruña Oka/Iruña de Oca,Álava,2015,12867.0
01902,Lantarón,Álava,2023,18055.0
01902,Lantarón,Álava,2022,15051.0
01902,Lantarón,Álava,2021,13872.0
01902,Lantarón,Álava,2020,13607.0
01902,Lantarón,Álava,2019,13411.0
01902,Lantarón,Álava,2018,13087.0
01902,Lantarón,Álava,2017,13732.0
01902,Lantarón,Álava,2016,13067.0
01902,Lantarón,Álava,2015,11910.0
02001,Abengibre,Albacete,2023,14105.0
02001,Abengibre,Albacete,2022,13063.0
02001,Abengibre,Albacete,2021,12188.0
02001,Abengibre,Albacete,2020,11675.0
02001,Abengibre,Albacete,2019,11132.0
02001,Abengibre,Albacete,2018,10854.0
02001,Abengibre,Albacete,2017,9704.0
02001,Abengibre,Albacete,2016,9690.0
02001,Abengibre,Albacete,2015,9290.0
02002,Alatoz,Albacete,2023,12222.0
02002,Alatoz,Albacete,2022,11346.0
02002,Alatoz,Albacete,2021,10771.0
02002,Alatoz,Albacete,2020,9866.0
02002,Alatoz,Albacete,2019,9596.0
02002,Alatoz,Albacete,2018,9255.0
02002,Alatoz,Albacete,2017,8540.0
02002,Alatoz,Albacete,2016,8008.0
02002,Alatoz,Albacete,2015,7880.0
02003,Albacete,Albacete,2023,14611.0
02003,Albacete,Albacete,2022,13836.0
02003,Albacete,Albacete,2021,13146.0
02003,Albacete,Albacete,2020,12529.0
02003,Albacete,Albacete,2019,12282.0
02003,Albacete,Albacete,2018,11713.0
02003,Albacete,Albacete,2017,11223.0
02003,Albacete,Albacete,2016,10795.0
02003,Albacete,Albacete,2015,10515.0
02004,Albatana,Albacete,2023,11108.0
02004,Albatana,Albacete,2022,10767.0
02004,Albatana,Albacete,2021,10026.0
02004,Albatana,Albacete,2020,9582.0
02004,Albatana,Albacete,2019,8943.0
02004,Albatana,Albacete,2018,8721.0
02004,Albatana,Albacete,2017,7940.0
02004,Albatana,Albacete,2016,8082.0
02004,Albatana,Albacete,2015,7587.0
02005,Alborea,Albacete,2023,11049.0
02005,Alborea,Albacete,2022,10489.0
02005,Alborea,Albacete,2021,9881.0
02005,Alborea,Albacete,2020,9614.0
02005,Alborea,Albacete,2019,9591.0
02005,Alborea,Albacete,2018,8945.0
02005,Alborea,Albacete,2017,8491.0
02005,Alborea,Albacete,2016,7573.0
02005,Alborea,Albacete,2015,7235.0
02006,Alcadozo,Albacete,2023,12015.0
02006,Alcadozo,Albacete,2022,10709.0
02006,Alcadozo,Albacete,2021,10086.0
02006,Alcadozo,Albacete,2020,9203.0
02006,Alcadozo,Albacete,2019,9297.0
02006,Alcadozo,Albacete,2018,8944.0
02006,Alcadozo,Albacete,2017,8123.0
02006,Alcadozo,Albacete,2016,8100.0
02006,Alcadozo,Albacete,2015,7446.0
02007,Alcalá del Júcar,Albacete,2023,12081.0
02007,Alcalá del Júcar,Albacete,2022,11219.0
02007,Alcalá del Júcar,Albacete,2021,10480.0
02007,Alcalá del Júcar,Albacete,2020,10047.0
02007,Alcalá del Júcar,Albacete,2019,9712.0
02007,Alcalá del Júcar,Albacete,2018,9256.0
02007,Alcalá del Júcar,Albacete,2017,8506.0
02007,Alcalá del Júcar,Albacete,2016,8352.0
02007,Alcalá del Júcar,Albacete,2015,8110.0
02008,Alcaraz,Albacete,2023,12494.0
02008,Alcaraz,Albacete,2022,11954.0
02008,Alcaraz,Albacete,2021,10630.0
02008,Alcaraz,Albacete,2020,9963.0
02008,Alcaraz,Albacete,2019,9717.0
02008,Alcaraz,Albacete,2018,9358.0
02008,Alcaraz,Albacete,2017,8495.0
02008,Alcaraz,Albacete,2016,8320.0
02008,Alcaraz,Albacete,2015,8097.0
02009,Almansa,Albacete,2023,12842.0
02009,Almansa,Albacete,2022,12013.0
02009,Almansa,Albacete,2021,11263.0
02009,Almansa,Albacete,2020,10752.0
02009,Almansa,Albacete,2019,10794.0
02009,Almansa,Albacete,2018,10268.0
02009,Almansa,Albacete,2017,9776.0
02009,Almansa,Albacete,2016,9492.0
02009,Almansa,Albacete,2015,9029.0
02010,Alpera,Albacete,2023,10932.0
02010,Alpera,Albacete,2022,10181.0
02010,Alpera,Albacete,2021,9645.0
02010,Alpera,Albacete,2020,8915.0
02010,Alpera,Albacete,2019,8818.0
02010,Alpera,Albacete,2018,8673.0
02010,Alpera,Albacete,2017,7941.0
02010,Alpera,Albacete,2016,7639.0
02010,Alpera,Albacete,2015,7540.0
02011,Ayna,Albacete,2023,14531.0
02011,Ayna,Albacete,2022,13668.0
02011,Ayna,Albacete,2021,11990.0
02011,Ayna,Albacete,2020,12193.0
02011,Ayna,Albacete,2019,11858.0
02011,Ayna,Albacete,2018,11190.0
02011,Ayna,Albacete,2017,10725.0
02011,Ayna,Albacete,2016,10209.0
02011,Ayna,Albacete,2015,10179.0
02012,Balazote,Albacete,2023,11993.0
02012,Balazote,Albacete,2022,11437.0
02012,Balazote,Albacete,2021,10495.0
02012,Balazote,Albacete,2020,10758.0
02012,Balazote,Albacete,2019,11271.0
02012,Balazote,Albacete,2018,9008.0
02012,Balazote,Albacete,2017,9462.0
02012,Balazote,Albacete,2016,8627.0
02012,Balazote,Albacete,2015,8033.0
02013,Balsa de Ves,Albacete,2023,16465.0
02013,Balsa de Ves,Albacete,2022,14315.0
02013,Balsa de Ves,Albacete,2021,13701.0
02013,Balsa de Ves,Albacete,2020,12599.0
02013,Balsa de Ves,Albacete,2019,12219.0
02013,Balsa de Ves,Albacete,2018,12069.0
02013,Balsa de Ves,Albacete,2017,9342.0
02013,Balsa de Ves,Albacete,2016,9809.0
02013,Balsa de Ves,Albacete,2015,9373.0
02014,"Ballestero, El",Albacete,2023,12726.0
02014,"Ballestero, El",Albacete,2022,11931.0
02014,"Ballestero, El",Albacete,2021,11587.0
02014,"Ballestero, El",Albacete,2020,11205.0
02014,"Ballestero, El",Albacete,2019,11256.0
